1.176801095662940666e+00 -3.544326674237581187e-01 7.508813779546748002e-01 6.584984502085529101e+00 1.082984183798396316e+01 -2.557246334671011034e+00
-6.539135129648612654e+00 -6.703659103934798580e+00 -6.692696418869331865e+00 -1.047854351262583528e+01 -1.033195174283576812e+01 3.052693099927366038e+00
-3.997192825883960632e-02 2.539157359279887505e+00 5.681564457800756252e-01 6.874049757748239564e+00 5.519577727534139555e+00 4.446915697772441334e+00
-3.652655190993280065e+00 -3.388277374086235305e+00 -5.057348076496590572e+00 -2.567758953580388415e+00 -3.528997121521586955e+00 -2.221696412396489073e+00
4.724791700004481676e+00 5.463589286877214235e+00 7.582800429210163173e+00 -2.905720268587931088e+00 -2.158517642824286487e+00 7.006576238132231627e-01
6.035385615797538073e+00 4.399699158436130020e+00 4.384341873358457597e+00 -1.652051482527071347e+00 -3.327404121981167862e+00 -5.453493223059689754e+00
-4.847736957813608250e+00 -5.469640611854708290e+00 -5.179650727156042578e+00 -1.154041983837643670e+00 -1.751633127790989564e+00 5.030373091385030193e+00
-8.134109330680578509e+00 -8.409617555686113022e+00 -7.528575832222650810e+00 9.713397610464053145e+00 9.894345814816183804e+00 -1.395772317241296134e-01
-1.551221114857131711e-01 6.845761391361365744e-02 -1.244180483580044072e+00 1.990923111000621804e+00 2.314923342582630106e+00 -4.283176687944277639e+00
6.296662241458383491e+00 4.910767498110854667e+00 5.756994976564854483e+00 6.060314172161202606e+00 5.877450003283411384e+00 -2.504809253483703202e+00
-6.979564004145393241e+00 -6.640377382577688614e+00 -6.184720968652244188e+00 2.392458589038231942e+00 2.900585064464297425e+00 2.921269969791620458e+00
2.580263164543278087e+00 1.848631773432713565e+00 2.559403666593035975e+00 -6.090439027034623365e+00 -6.257240676876610230e+00 8.023683027645780896e+00
-5.333217362241981618e+00 -4.157625796839377053e+00 -3.965539376346357336e+00 -4.524924856884583457e-01 -8.558808217731669332e-01 9.923596529668690991e+00
2.118534103259520851e+00 5.385199165218203632e+00 5.526284847634848063e+00 -1.068757517906311705e+01 -7.854224382544654937e+00 -2.061922571352324818e-01
4.974848659201179579e+00 5.463512564515327519e+00 6.969005761949409461e+00 -4.821918676741199228e-02 -1.017674085064414369e+00 -3.203410392099080184e+00
2.304684675074535782e+00 7.444488092318719552e-01 4.367788266125838703e+00 -8.495172533683041038e+00 -6.116985070950781811e+00 -4.734027660691974226e+00
-5.281100612427595209e+00 -4.862437029889626672e+00 -5.061714310608375733e+00 -5.852033518269436740e+00 -6.364450424231992365e+00 9.095817803564555604e+00
3.582419515322093240e+00 1.997399861121089915e+00 3.277307030347947236e+00 -1.760882595458530542e-01 8.629345089498954291e-01 -2.493142912544031198e+00
-1.666496103178944921e+00 -6.486995611923536131e-01 -2.026517407026015682e+00 1.045578506906460525e+01 9.996434111448728288e+00 -1.205779508743415773e+00
2.117129586736600899e+00 3.767235308046991804e+00 9.942039014730394975e-01 5.591329744344617492e-01 1.613900240419579468e+00 -2.253710612474446151e+00
