-4.419586548603893661e+00 -4.475301688115947307e+00 -4.126203940172278095e+00 5.436793642821964312e+00 6.650212081415371124e+00 6.081008511485830326e+00 9.141621845233034449e+00 7.019177505596726263e+00 8.570475510660024554e+00 7.385125457089787737e+00 7.181368076742112194e+00 6.152054835432225310e+00 -2.477630252197815963e+00 -3.281320640800023725e+00 -2.939062312568170743e+00
3.968868733191534659e+00 1.859521019313423729e+00 8.164639858970390573e-01 1.755220811685685334e+00 1.540084924733709615e+00 3.434237633388355526e+00 -1.334450448938032530e+01 -1.366111689814654717e+01 -1.310343585328835836e+01 7.471918864749034661e+00 7.097527582002753022e+00 7.497312547653054438e+00 -7.454770885528971824e+00 -8.470752533467930334e+00 -7.094775278943860286e+00
-9.099503999377647645e+00 -8.760256725127185007e+00 -8.808382606353443833e+00 -2.311594242167940294e+00 -1.082874919414156700e+00 -4.934656865610012044e-01 3.718182428208593571e+00 4.435017378783273401e+00 1.660687651139297838e+00 1.368269567935046949e+00 3.127740408573771447e-01 1.367546372012683475e+00 -2.844681905390648691e+00 -3.476522766532137876e+00 -3.798887436376487514e+00
2.576118097299957554e+00 5.335741827633521339e+00 2.565582343964471157e+00 9.500301930735047806e-01 1.340054333545192877e+00 1.687707481398735609e+00 -2.590056102791934656e+00 -1.112676354830113290e+00 1.241060326990925500e+00 4.491397314930297924e+00 4.603750484497597384e+00 4.703163945269813517e+00 -9.728312169542011389e+00 -8.149978508999218718e+00 -9.808623121419298485e+00
-6.830631091441828673e+00 -7.663203600332413323e+00 -7.787126997862477751e+00 -8.972486798522931295e+00 -1.158408968002919792e+01 -1.281680329608554558e+01 -5.555761133740188207e+00 -3.924376122681635604e+00 -6.565876404879126937e+00 5.763227937182995309e-01 4.696352563488167542e-01 1.435325983035353747e+00 1.078689724463449462e+00 6.730285219947494957e-01 1.877793718885928165e+00
-2.616470311654640390e+00 -1.003626180436732795e+00 -5.818482709789620788e-01 4.912472685979412113e+00 3.895440877900897547e+00 5.260575490291682144e+00 -6.637948811752164779e+00 -5.882472500287375894e+00 -6.347083190947908626e+00 -3.940496919939100895e+00 -4.610903152648510250e+00 -1.887765666797017738e+00 5.760666611520212754e+00 4.685728702349770458e+00 3.141129485789890374e+00
-3.862478033786343801e+00 -5.363792397908373921e+00 -5.606506378119621381e+00 1.553862561882695115e-01 -1.042773748249541388e+00 -1.455248389589195224e+00 -4.785755633466163061e+00 -6.028960231873909059e+00 -6.852432534382625562e+00 -1.934113912740704988e+00 -1.687511316698399710e+00 -1.762003418172230829e+00 8.236754659375968846e-01 -2.267473658285826144e+00 5.967930687271210122e-01
-5.866543464478836789e+00 -4.476139622530124207e+00 -4.064520039709654142e+00 3.531037411759244682e-01 -2.947924068336837955e-01 1.316284042218579753e+00 7.269560971124327864e+00 7.292860606072925300e+00 6.231462796765887546e+00 7.523732339991465956e+00 7.798746144785800638e+00 1.000725278211848490e+01 8.650563340384117339e+00 9.015384987235725234e+00 6.867171964233656389e+00
-1.341100807141218265e+00 1.448302537715554283e+00 7.643304047450006911e-01 -2.418301376783507650e-01 -1.136013566691024046e+00 9.585142123770353795e-01 -3.172594791399573122e+00 -4.649001669643318735e+00 -6.143233218841994692e-01 4.629369354484593302e+00 5.572075363440197826e+00 3.978409472308845007e+00 -5.147161619266820587e+00 -6.315032241729283236e+00 -5.434685977937023793e+00
1.104561438285283526e+00 2.935686084644325788e+00 1.839136657993586610e+00 1.320536742039771783e+00 1.821718076291221511e+00 2.019861638840478868e-01 -1.143080003229669295e+00 -3.135861578997775290e+00 -4.655175238719982289e+00 -3.835206173981130728e+00 -3.833601605593000450e+00 -4.108198354636233063e+00 2.648171687688660736e+00 2.549927462546521806e+00 3.044009643128938070e+00
-1.578041074623778517e+00 -1.336810842702478519e+00 -2.346581668008635102e+00 -1.062275352020330388e+01 -9.331968904252690322e+00 -8.939959835970476831e+00 -7.638851078763968516e-01 7.428430569334509848e-01 -1.971698105559776870e+00 3.088374478250041744e+00 1.273697732072596844e+00 3.428330656764494222e+00 7.761192115102669042e+00 5.714443470522736490e+00 7.932884721420022878e+00
3.464619494032507241e+00 3.682663053167462230e+00 4.042175091309958113e+00 -8.518003546625335431e+00 -7.467759467705284315e+00 -9.651878328724874834e+00 5.679866785019737740e+00 6.962253079096988095e+00 7.211782407411963192e+00 1.299429736940508384e+01 1.045784953082024238e+01 1.373240196175161465e+01 -1.674254551032812177e-01 -1.447045859958377090e+00 -9.953002469955728460e-01
-2.746140995569271492e+00 -3.475426882510763704e+00 -4.824040510441111707e+00 1.498824265540270817e+00 2.974543297527953989e+00 1.041633587520439885e+00 -2.151500826739157546e+00 -3.854242378573257355e+00 -3.629553874668349778e+00 -1.544786636222980736e+00 -3.358334385061843008e+00 -4.124804796533348750e+00 4.671153030285820407e+00 2.701167962449911641e+00 4.145113283554847428e+00
-1.033308658609652042e+01 -9.934510237644889941e+00 -1.018573809149670772e+01 -3.595890183450876521e+00 -6.063831632377092440e+00 -4.637824728257688989e+00 3.527387973013525357e+00 1.656270984142047542e+00 2.610899948950557103e+00 -6.002805189701622801e+00 -7.131142744229242325e+00 -5.776666660043354717e+00 1.120131268508801403e+00 2.734321469944165361e+00 2.680915716125984005e+00
4.844660900093606060e+00 2.543494954380246753e+00 1.972608819562786886e+00 -7.951313075342217651e+00 -5.979732229482341843e+00 -7.051154478345732279e+00 5.361245289014572535e+00 6.035824085005735640e+00 4.401163602520425044e+00 -1.523551946451062733e-02 -9.985852645727688603e-01 -7.907237878465043224e-01 -1.565493083517774497e+00 1.234775528912690046e+00 1.173598948103799389e+00
