-5.564402581012937166e-01 -2.726761828978450541e+00 -1.644101767787136126e-01 2.356509249400781769e+00 1.984147122966666066e+00 1.723834614206559923e+00 4.718180365992591163e+00 2.321311049529520609e+00 4.158806682565880486e+00
3.937590208048711737e+00 3.250986612464307868e+00 1.911793581304233713e+00 1.095478039364683465e+00 3.119851151822271351e+00 1.557884373857873594e+00 -3.084662556376731146e+00 -2.401362845710310445e+00 -3.690414103662284617e+00
-1.291474289548081078e+00 -1.494841491744089090e+00 -2.147545378923415793e+00 -3.048111642981658598e+00 -3.077375526889333024e+00 -3.080458060164904310e+00 9.682148693182009325e+00 8.248695246800458847e+00 7.862167965907711498e+00
-1.178631732487783745e-01 -4.320931908948076883e-01 -2.202520334831880103e-02 -4.599920360699094601e+00 -4.147422010738270437e+00 -2.702844412169341570e+00 -9.439703967406371632e+00 -8.506636998708980713e+00 -9.182032570122823145e+00
-2.406233129427737261e-01 -1.122756164679446833e+00 -2.493340595460829867e+00 5.537760308294271461e+00 5.680552056091252133e+00 5.520256019771166756e+00 -7.508891206059768564e+00 -6.119932994776036139e+00 -5.473578967142852747e+00
1.279311371359197036e+00 -2.769236684042203911e-01 5.071407824424931654e-01 2.509272905905959306e+00 1.438303229324731758e+00 3.969295261612935555e+00 6.202827151701674424e+00 5.777534453192164854e+00 6.725848561223615185e+00
4.317977253935922022e+00 2.522400788399044025e+00 3.156032113289206631e+00 -6.090250615937711665e+00 -6.679948211455307927e+00 -7.465766715763486161e+00 3.197710948839534328e+00 2.697935331344061716e+00 3.814465951027706137e+00
2.146333967015975119e+00 3.162005913755559838e+00 9.384635969515388032e-01 -6.330140233703255070e+00 -6.478003387374217326e+00 -6.976872269011909822e+00 -4.757956319359625263e-01 -1.282432312027807164e+00 3.378104178914353994e-01
5.693271081551191770e+00 4.090513067798958069e+00 5.434895579170124336e+00 -2.035797197302422035e+00 -1.282429961322193002e+00 -2.166615201955492509e+00 -4.199369070481400179e+00 -2.841764128639255649e+00 -3.932140130805720890e+00
7.171879478887569270e+00 7.898172557773846414e+00 7.244899125930949424e+00 1.688850678665017035e+00 2.819119554077548440e+00 2.661011060301383235e+00 -3.880320081003912902e-02 1.459598352160492940e+00 1.767428705186143034e+00
6.807198255880073212e+00 6.383709786943586373e+00 6.703253814906022789e+00 -2.104774395472762905e+00 -2.000474171442334193e+00 -5.003399754892454698e-01 4.388247421346289645e-01 3.559233891513376324e+00 1.254871879942263790e+00
-8.153264184465046638e-01 6.576157069348413930e-01 -1.822754264741480057e+00 -3.567739606929136720e-01 4.959026613974765185e-02 -3.661726700734007078e-01 5.622309013413402390e+00 7.826597462259374360e+00 7.421604366850980128e+00
6.338825336835363977e+00 7.099732811486150652e+00 7.869779901615464368e+00 4.028016103955811111e+00 3.575509208592412058e+00 3.366026581758674308e+00 1.413783571456428856e+00 -8.612072997726398782e-01 1.465899464675124886e+00
-5.080175971398447343e-01 -2.874146253202559897e+00 -3.181482897181624026e+00 8.570477803657857718e-01 7.770575929290858275e-01 1.318082904612457140e+00 1.016265000984931177e+01 9.662303095521224350e+00 1.227423568553578370e+01
-2.126393644682175399e+00 -1.480732971166474732e+00 -2.713504546242375692e+00 5.025385955283484307e+00 5.432288746957069314e+00 4.122242031902673354e+00 -4.789902564656830508e-01 3.543837800201104504e-01 3.423936575345985500e-01
