3.980039683086510571e+00 1.923044423437861861e+00 1.775606976168114803e+00 1.259482126279905412e+00 2.442940192532677024e+00 -3.289332052373385995e-01 -9.536512150087400386e+00 -8.542811616221330340e+00 -1.044843943431715516e+01 -9.405901410058351786e+00 -9.837542153170812043e+00 -9.567626335168066376e+00 9.212960636719851326e-01 -1.398247543071471366e+00 7.027676842922767619e-01 -2.682780345521869059e-01 1.331412836492732676e+00 -1.312111748324209515e+01 2.711141952149942824e+01 -6.486949311161562370e+00
-1.599067001877596361e+01 -1.589083139983467063e+01 -1.695495594187280020e+01 -1.922504421295306543e+01 -1.668861742664481085e+01 -1.612362342931305292e+01 2.269310427046702472e+01 2.069866969273450508e+01 2.152075376509301208e+01 2.123623898903502294e+01 2.166527998918672537e+01 2.015591235855893970e+01 4.554180821187757466e+00 4.423698416684140433e+00 5.496442528100638825e+00 4.588509005994873213e+00 4.494102363335823469e+00 1.978596338393478149e+01 4.707162095784878098e+00 -1.043163749662929440e+01
8.721743735605246073e+00 9.075641263409170989e+00 8.053065939792293904e+00 7.170123663179571061e+00 8.265171031298509163e+00 6.470172672048314588e+00 1.649036587723812275e+01 1.728711515244603092e+01 1.660800281347538743e+01 1.635087219566390715e+01 1.648399587025976132e+01 1.643914678392005868e+01 -1.858768589069968868e+01 -1.933491131135271601e+01 -1.968145894666353968e+01 -2.019033965266903863e+01 -2.030535790359347814e+01 -5.638443120988766211e+00 -3.768088683430125818e-01 1.083332431938655205e+01
-8.795354721214389215e+00 -1.066510967631302265e+01 -1.014701799094622281e+01 -8.942907942531208576e+00 -8.212290318495449881e+00 -8.396904434464481426e+00 -4.063661674725187467e+00 -5.644528989030334287e+00 -3.975512965277244959e+00 -2.967485373958364203e+00 -3.469314846512767669e+00 -2.620779877447204864e+00 1.042966694234693215e+01 8.547844001825788851e+00 9.952831770276439727e+00 1.000246423486848713e+01 9.024581532491788849e+00 1.730671567462525218e+01 1.008429692351602824e+01 -8.355300044795452408e+00
1.982134056359054242e+01 1.982849360611114164e+01 2.071092487479140587e+01 1.961804265697591276e+01 2.036508099877665146e+01 2.016315822679867509e+01 1.849654821960676543e+01 1.988460865311922277e+01 2.039220943753863224e+01 1.987300534116678818e+01 2.123560855580917917e+01 2.002699260254767211e+01 -2.195626528403775879e+01 -2.187283126609174388e+01 -2.059584045957600296e+01 -2.237297312068447397e+01 -2.120220336367157898e+01 -5.904049441954547284e+00 -1.932069918388118168e+01 -9.625141865388902929e+00
-4.936642379767898769e-01 -2.006127559638428259e+00 -7.904289401112060132e-01 7.876790575567294006e-02 1.553765022137709728e-01 -1.066867467256101598e+00 7.119594230768580445e+00 6.461556596418494891e+00 6.540633816629378039e+00 7.217026837948434803e+00 8.219779949371584848e+00 6.212280637378118087e+00 -2.248723282670108503e+01 -2.226009268159752352e+01 -2.447744893101966568e+01 -2.137363973323624933e+01 -2.327257057574751897e+01 1.110278857468768265e+01 1.912632005527684420e+00 2.881187564389728450e+01
3.787849810597081923e+00 2.665512726192597270e+00 5.340398029140042802e+00 3.701910521244471397e+00 3.356574956518251440e+00 4.297536049383573697e+00 -9.839938705886854819e+00 -1.085412347188045246e+01 -1.238581938689164019e+01 -1.174312308123589332e+01 -7.791260331524996197e+00 -1.079292367923430440e+01 3.791262803428595340e+00 1.264496044292739318e+00 5.286975480647029269e-01 3.149312611994377065e+00 3.276033014674107235e+00 1.605710621133486171e+01 9.835650531205795133e+00 -1.221473062178757729e+01
2.038082440509212745e+01 2.018245578962894271e+01 1.834371798415654808e+01 1.961085116755141655e+01 2.027087737002053558e+01 2.002352224832863925e+01 2.303399822823440957e+01 2.445062335146139887e+01 2.263677550595925680e+01 2.191985292980035283e+01 2.430373952159151685e+01 2.286033647053186968e+01 1.266045929762204736e+01 1.090714895943951035e+01 1.482204385714288719e+01 1.451749895853653527e+01 1.062888440990505678e+01 -5.280437673886534178e+00 2.010734040120947697e+01 -1.127237741970057883e+01
-2.090830394987278495e+01 -1.931739918210611506e+01 -2.209388467616672003e+01 -1.912368427804894466e+01 -2.115797574438081341e+01 -2.064032068002979159e+01 -8.276783969784343498e+00 -7.759285559172692359e+00 -6.931177280958091380e+00 -8.118598118775542716e+00 -6.766621357448066476e+00 -6.233097674343019534e+00 -2.200836876295612399e+01 -2.164339560004617624e+01 -2.197172688532353746e+01 -2.039944900456591270e+01 -1.970649635298513047e+01 -1.802701580438672790e+00 2.732976883596210271e+00 7.266796964814894011e+00
1.235718338003614392e+01 1.256208588138046345e+01 1.308121179894853903e+01 1.453645926734311189e+01 1.512492079432855796e+01 1.248003505401022650e+01 -2.255905954036604211e+00 -3.389498609447925581e+00 -2.709954236296284957e+00 -2.414690952619701125e+00 -2.162286563767005898e+00 -2.716034600570833568e+00 -6.469311822406378809e+00 -4.384767174587003602e+00 -3.437238984491788774e+00 -5.978990879455601259e+00 -3.408784223880504172e+00 2.559972818681187867e+00 -2.573958554661417608e+01 -1.495606800216047105e+01
