4.977715171673035677e+00 4.592890694071207314e+00 6.253649284971186439e+00 -3.732202870128005223e-01 -1.507542575980184152e+00 -5.217596181681487089e+00 -6.011804277743527436e+00 -8.266036201865608390e+00
1.326499499598940535e+00 5.504443347109406748e-01 2.795779021469197989e+00 1.005265910101564586e+01 8.058235157962023720e+00 1.348961373499238503e+00 -4.695053601360812401e-01 4.117766294613641520e+00
-4.038314340205584330e+00 -4.276978300558760715e+00 -3.368924217284597233e+00 4.353858109204934657e+00 4.330509718900846572e+00 -1.483968048076222734e+00 -2.250181490931722372e+00 4.439831586653960604e-01
5.546650729588773920e+00 5.441731216540188321e+00 6.441068521448802819e+00 7.028444923397016986e+00 8.158512810422191563e+00 1.039285307044194084e+01 9.841837394004107509e+00 -4.327795318193188301e+00
3.068993132979626282e+00 4.650159774724720307e+00 3.950723527613212660e+00 -7.045951134298127805e+00 -5.698816341770954530e+00 8.091834316010844130e-01 2.653414291371168243e+00 6.475669322254095306e+00
-1.644486788755488149e+00 -4.484138480789811254e+00 -2.285031415543260724e+00 8.417089758475939654e-01 8.109078735298037854e-02 1.470671113237822514e-01 2.618453086604878521e+00 2.627009862007188001e-01
-1.045104129103754609e+00 1.316534902977422927e+00 -2.487336015442611070e-01 -3.402719087757023475e-01 6.254602612815112206e-01 6.324980590303629358e-01 -1.321836151892127886e-01 4.898150199378661362e+00
5.985796716100986181e+00 5.471145354682857231e+00 5.430378689385379154e+00 -3.226881899022799871e-01 1.480966989735050365e+00 3.241436487079020878e+00 3.243114657620510766e+00 4.144531481582536259e-02
1.865429908891050648e+00 1.220338738799633171e+00 -1.008278745305000168e-01 -9.507963645749889281e+00 -8.335044440061107451e+00 -1.839252571204284648e+00 -1.646010454297095249e+00 1.989691383265920210e-01
4.184629872122636485e+00 5.280186973287199770e+00 5.019289618959428267e+00 1.253661954692129932e+00 1.322146704907060655e-01 1.864342220324410437e+00 2.692564333473852045e+00 -2.278825052957897501e+00
-1.373799153966779940e+01 -1.271653623492361085e+01 -1.367535647419767741e+01 2.806430503459204306e+00 2.222409349669328904e+00 -5.128399493566870859e+00 -2.774516950243332225e+00 1.928354643221903419e-01
6.463566322348824222e+00 6.686111682287015689e+00 7.424741320547727064e+00 1.951611921708671149e+00 1.464872934491589618e+00 1.213905189323893019e+01 1.094852016243773818e+01 -2.042125117800241085e+00
-6.069250553254773806e+00 -5.031848416735856588e+00 -5.425523483497793897e+00 5.508489318984752359e+00 4.740428308560949766e+00 7.368346655001401402e+00 5.045594765103011525e+00 8.268388339639991536e-01
-5.949046660539590858e-01 -1.205133899447206947e+00 9.897700825807320690e-01 -5.825164422100105099e+00 -6.349363362353758866e+00 -2.200619368584384894e+00 -7.924442842482861682e-01 6.138018152855027054e+00
-5.335144706545158044e+00 -5.274965461909464359e+00 -5.324023946117398154e+00 5.755913374429570517e+00 6.952832271505705819e+00 4.708505781022054748e+00 4.445644794352555884e+00 -2.071863859015126152e+00
6.047301186427506359e+00 8.608916906426015814e+00 5.935837301199564209e+00 -4.414943935128400332e-01 -1.491733748923047553e+00 -1.539143187168656723e-02 2.814982553619481020e+00 -3.621074090889360164e+00
1.183204906044190707e+01 1.147151492321459187e+01 1.174614520422044528e+01 -1.121636706412326490e+01 -1.244927275370081077e+01 -5.790201403669711588e+00 -5.640354694153223214e+00 -1.220247671888181840e+00
4.952924592159414274e+00 6.072080934859077850e+00 4.704621453909950013e+00 2.376523089072926087e+00 1.237388803670673443e-01 5.843159121787973476e+00 6.525967261135706465e+00 3.585152582727718418e+00
7.672837972121695493e-01 9.054485158980157822e-01 2.445215828362226063e+00 4.717888930616242149e+00 3.518359470586697846e+00 -3.062000047651061596e+00 -2.486891636757129209e-01 -5.270256791839314836e+00
3.752079558584236807e+00 3.603228181558216558e+00 4.722927744060112509e+00 8.380616806143883935e+00 7.912887186256701177e+00 -4.571460013580614046e+00 -5.002222337850819045e+00 -5.688645168008955366e+00
