5.351891493564551183e-01 4.087936315000231247e-01 1.586930739814929270e+00 -3.074831080026724006e+00 -3.588495999313498608e+00 -4.539937975540170534e+00 4.347560654338868069e+00 3.737834071962118365e+00 4.132478627113442826e+00 3.982832811829840391e+00 4.955086325152506355e+00 4.260924346281238506e+00
2.006174968701779804e+00 1.348352295886243724e+00 2.135455527956126254e+00 -1.048030380851225196e+01 -9.086667641609135870e+00 -9.134001690485229474e+00 4.596876841824681925e+00 5.706865703125987288e+00 4.692000042817317862e+00 1.174896995886209083e+01 1.387942340511752803e+01 1.303583522538295547e+01
5.772748340387601207e-02 8.232368317002758396e-02 1.693537157926632286e-01 -8.978220947489291559e-01 5.193599973431012318e-01 7.928752662453019129e-01 7.728541895333326250e-01 -3.218587353675266827e-01 -1.450001281233459283e+00 2.022260813099526100e+00 2.570156021122409928e+00 3.281238726938802586e+00
8.914726418408813302e+00 8.585551354667366297e+00 7.963213943139313855e+00 5.653415394259810434e+00 6.087030532488246770e+00 6.367402337173842852e+00 5.749016740989777219e+00 2.562219322333847416e+00 3.140024933661452078e+00 -1.319202880141910006e+00 7.450816198295402426e-01 1.175436240454324155e+00
1.117445482968005832e-01 9.795747723603009938e-01 -4.377918389794455134e-01 6.260573863055229005e+00 5.238811443009045554e+00 6.072759305896417992e+00 -5.155844857017441107e+00 -5.640788184153896268e+00 -8.956612861841158235e+00 -3.798612208387970313e-01 2.004683454733026338e+00 1.732302086771993377e+00
-3.240013742696633336e+00 -1.977858967438691051e+00 -7.163087744259311052e-02 1.621112849969533087e+00 3.081016835146476840e+00 3.187304021758317507e+00 -1.543232545193859773e+00 -2.213034287509037412e+00 -2.769593899347685628e+00 -4.994702851156026746e+00 -6.220805334915167073e+00 -6.130990166469096891e+00
-1.817419041277495984e+00 -9.426449111404540115e-01 9.977742836275123040e-01 -1.075558500389549010e+01 -1.060233560877826875e+01 -1.057558261288355439e+01 7.774325687192962242e-02 -2.328176967062725922e+00 5.051235373364515446e-02 1.779284599083184482e+00 6.497999268487907321e-01 1.218140181315032988e+00
8.142810352799621398e+00 6.872856123094999603e+00 8.664904592317764553e+00 4.612106218896217413e+00 3.440094262933973024e+00 3.779811473057496318e+00 -2.605239708774973462e+00 -1.150908066206664859e+00 -2.288737684193543842e+00 1.249704192194949215e-01 -2.440918845671676607e+00 -1.366138617549035317e-01
-5.357471655220447104e+00 -3.649350799359307729e+00 -3.197130447335502890e+00 5.141839476587803937e-01 1.341199194899338476e-01 1.295364967435711279e+00 -8.258021968760068887e+00 -7.979661852485437912e+00 -6.770121166379468036e+00 -1.931120012768392957e+00 4.187356818893173127e-02 -2.380702765750921657e+00
-4.429769949777278004e-01 4.321600387215919215e-01 2.440646074330821591e+00 -5.556704485368467061e+00 -3.948889624706797719e+00 -3.267684396619260578e+00 6.254950347299764957e+00 4.118597586328758275e+00 4.893655242868641508e+00 -4.830027170903862910e+00 -6.916605000885085452e+00 -5.065874125765349234e+00
4.117773537556960406e+00 4.329815143587820714e+00 3.936240248525945784e+00 -2.457338043144912110e-01 -3.123648171051745415e+00 3.168742484351438904e-02 -4.452001076966888959e+00 -5.571005598188032870e+00 -6.336229345807232960e+00 7.341857711900696692e-01 7.072838984243057237e-01 3.108969635682910848e+00
-1.063235210923081908e+01 -9.042355381237490164e+00 -1.017420572576513216e+01 1.306537724993216409e+00 1.463282175344081892e+00 6.102094455132229811e-01 -9.735327941073165237e-01 -1.073581995724476545e+00 -2.359863504103024923e+00 2.318528513771383359e+00 -7.863469363078809948e-01 1.030350751355928685e+00
5.303434262264405064e+00 5.099090624300351315e+00 5.358723323732424326e+00 5.841662641788839316e+00 3.563175813082904320e+00 5.117582405505965326e+00 4.603352830837091680e+00 3.486939215406289705e+00 4.310056025624495746e+00 -6.211635992122454653e+00 -4.481689510435110435e+00 -3.674065678189216477e+00
-4.349123201334256450e+00 -3.853688744076209982e+00 -3.181961358390495764e+00 -1.331865997662121659e+00 -7.085436563344267302e-01 -1.914539941707336546e+00 -2.088112113072869036e+00 -2.405470193911400489e+00 -2.195927940351816154e+00 1.342416934265408734e+01 1.429287247986006548e+01 1.393100447289003974e+01
-2.006649754348884152e+00 -1.326277799511372368e+00 3.434678109790620937e-01 -3.298287212888479480e+00 -4.707233512653042240e+00 -3.557964081429028091e+00 3.836904999871094013e+00 3.463667099147686113e+00 2.817953704176944463e+00 1.973504349096335098e+00 4.825529071671740944e+00 2.644944191321340732e+00
