4.098497486770671827e+00 4.368612912890399436e+00 6.905121108434357780e+00 1.017085093199930013e+00 2.102813878252531410e+00
5.229182717108990630e+00 5.823770264694916321e+00 2.951054395797595653e+00 3.664465387202917590e+00 4.082873731694727226e+00
2.491886002815338674e+00 8.124926251346149542e-01 1.293434241222453318e+00 -6.848793686946770265e+00 -4.085742062119323670e+00
-3.926816795386639747e+00 -4.238297057363506148e+00 -5.344314232052084002e+00 -5.731313039611146465e+00 -5.303949849851225196e+00
2.062105421572277830e+00 1.831771629580921434e+00 7.859823468062168139e-01 7.229610951074906922e+00 9.015171391491998421e+00
3.925491976250234938e-01 -3.151243494017225366e+00 -3.163275636160741477e+00 1.648380660013309074e+00 -9.912885699270466144e-01
4.311108833647414595e-01 -7.887251661664838043e-01 -1.225069512585833298e+00 9.480210228027186048e-02 4.068742416653979177e+00
2.713419917100484913e+00 7.506870388298463315e-01 1.535618962103174168e+00 -3.245016333420857713e+00 -3.737484978953548698e+00
9.376717345719765007e-02 1.452904813449718224e+00 1.274552800165386746e+00 -4.762935979494243632e+00 -3.191594906250619701e+00
6.334294516910076389e+00 8.683241961579497570e+00 4.172668199768984287e+00 -2.210957702956211524e+00 -1.311921001554335664e+00
-5.549296692943186393e-01 -4.151196402012681530e-02 -7.998818772141438327e-01 -2.379659842679203940e+00 -1.434249279343288830e+00
-1.743538435993680302e+00 -1.053960193126499828e-01 8.236973654630316277e-01 1.375513933580362114e+00 1.020709772704123885e+00
-7.945213019240724428e+00 -7.115361560278230080e+00 -5.724933201222868639e+00 5.010956066932843456e+00 4.790845346076598510e+00
-4.352211654343571823e+00 -3.952145617535993249e+00 -2.972573044268643105e+00 -6.712623773096924040e+00 -9.051012374449399545e+00
-1.883992729869627292e+00 -3.866891668535412219e+00 -2.004813940448534559e+00 -2.475699037886780474e-01 -1.304681238848542479e+00
